Hash,author,KC-Tags,MF-Tags,AM-Tags
44d8d9e9f7755d5da5f7fb32900acc1f67e46973,Iván Briano,[('Remove' | 'Feature') | ('Remove' | 'Default')],[('Modify' | 'build')],no-tag-changed
3fed93d07f8efd8900704119bcdd0dd60b05d5bb,Iván Briano,[('Remove' | 'Feature') | ('Remove' | 'Default') | ('Remove' | 'Depends')],[('Remove' | 'build') | ('Remove' | 'Mapping') | ('Modify' | 'Mapping') | ('Modify' | 'ifdef') | ('Modify' | 'build')],['changeAsset']
d4ab45be218b17259b3c12f709e2a5e559dfcd49,Iván Briano,[('Added' | 'Feature') | ('New' | 'Default') | ('Added' | 'Depends') | ('Modify' | 'Depends') | ('Remove' | 'Depends') | ('Remove' | 'Feature') | ('Remove' | 'Default') | ('Modify' | 'Select') | ('New' | 'Depends') | ('Added' | 'Menu')],[('Modify' | 'Mapping') | ('Added' | 'ifdef') | ('Added' | 'build')],no-tag-changed
88fc6be9dc042d1be93708d3134050167e9858a4,Murilo Belluzzo,[('Modify' | 'Feature')],[('Modify' | 'build') | ('Remove' | 'build') | ('Remove' | 'ifdef') | ('Modify' | 'ifdef')],['changeAsset']
ee867c55ae2a3eab5dd3afd142604fe65f978c80,Leandro Dorileo,no-tag-changed,[('Added' | 'ifdef') | ('Added' | 'build') | ('Modify' | 'build')],no-tag-changed
ed9aa922d76e63cc3e0d1536e9a7b8b39e8ede45,Leandro Dorileo,no-tag-changed,[('Added' | 'ifdef') | ('Added' | 'build')],no-tag-changed
eb0fc42071c663ab5bd849e53a9eb24f52fd1877,Bruno Dilly,[('Added' | 'Depends')],[('Added' | 'Mapping') | ('Modify' | 'Mapping')],no-tag-changed
85f9680c317da7e664e8469b5cd4e5067f431539,Leandro Dorileo,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Default') | ('Added' | 'Default')],[('Added' | 'ifdef') | ('Added' | 'build')],['changeAsset']
2d8ea5e798af0fee5dfc112b9b7d42db0d3ef60b,Ederson de Souza,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build')],['addAsset']
dfe54e752ba74f029d617848df4e5be11180eb56,Bruno Dilly,no-tag-changed,[('Added' | 'Mapping') | ('Added' | 'build') | ('Modify' | 'Mapping')],['changeAsset' | 'addAsset']
eba29879a25fdb3e9155d5b71311e5f941cf5673,Gustavo Lima Chaves,no-tag-changed,[('Added' | 'ifdef') | ('Added' | 'Mapping') | ('Added' | 'build') | ('Modify' | 'Mapping')],['addAsset' | 'changeAsset']
94981e77c802d177ae31e0b11c1a3b44180e2cb7,Gustavo Sverzut Barbieri,no-tag-changed,[('Remove' | 'Mapping')],['changeAsset']
8828bfdd12e61eab9b503f666181efa162664dfc,Gustavo Sverzut Barbieri,no-tag-changed,[('Remove' | 'Mapping')],no-tag-changed
a84ddc0da8e0692791c363ffc531f13b1557db58,Gustavo Sverzut Barbieri,no-tag-changed,[('Modify' | 'Mapping')],['changeAsset']
134995dcfe7064737432a3de0bc5724a85cb6454,Gustavo Sverzut Barbieri,[('Added' | 'Depends')],no-tag-changed,['changeAsset']
217beb895fd8c69fb1ea3ad754d8f3114425a305,Leandro Dorileo,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build')],no-tag-changed
c823fdfa5ab5e7255d61f3f85d5a00751c209985,José Roberto de Souza,[('Added' | 'Select')],no-tag-changed,no-tag-changed
7e4802a35d49bd1911efe26b69135b17cde290e2,José Roberto de Souza,[('New' | 'Depends')],no-tag-changed,no-tag-changed
8f949c34a5a0a977919d0546446ed90fb17d3740,José Roberto de Souza,[('New' | 'Depends')],no-tag-changed,no-tag-changed
f4daeaa678a4090c36fdf0d56f53a73e630ed58c,José Roberto de Souza,[('Added' | 'Depends')],no-tag-changed,no-tag-changed
eb916cca32ff51cd1cb62d26c2a83807d105e9f0,José Roberto de Souza,[('Added' | 'Depends')],no-tag-changed,no-tag-changed
326e41fc772b6c3de77a82ef7e7660ded8181b09,Ricardo de Almeida Gonzaga,no-tag-changed,[('Modify' | 'build')],no-tag-changed
9b865583a8c3a82b7239bdc5cb4779a226e4194b,Tomaz Canabrava,no-tag-changed,[('Added' | 'ifdef') | ('Added' | 'Mapping') | ('Added' | 'build')],['changeAsset']
b29fad7082024e96ed5d67058830fcfda905f756,Iván Briano,[('Modify' | 'Depends') | ('Modify' | 'Feature') | ('Added' | 'Depends')],[('Modify' | 'Mapping')],['changeAsset']
a84a4e6607a43571104fd9f9098cb2466aee873e,Iván Briano,[('Added' | 'Depends')],[('Added' | 'ifdef') | ('Added' | 'build') | ('Added' | 'Mapping')],['changeAsset']
e185b20c1702a332ae11ee3a6090ec908f18bd48,Iván Briano,[('Added' | 'Select')],no-tag-changed,no-tag-changed
45e166a52e7330228d375c8f0571242117aec918,Gustavo Lima Chaves,no-tag-changed,[('Modify' | 'Mapping')],['changeAsset' | 'addAsset']
1e6ad8b9044df5e085cd32b66f07a4955ce9a10b,Ricardo de Almeida Gonzaga,no-tag-changed,[('Modify' | 'build')],['changeAsset']
c07ce9efd774c666682dce48e0c806a07b65d77a,Ricardo de Almeida Gonzaga,no-tag-changed,[('Added' | 'build') | ('Added' | 'Mapping')],['addAsset' | 'changeAsset']
60170fe7d11b3faecbd42b683cf9b3b88c5cd676,Flavio Ceolin,no-tag-changed,[('Remove' | 'Mapping')],no-tag-changed
5404953e9cad6c150cd1e155fc1540f4b435d3a1,Leandro Dorileo,no-tag-changed,[('Modify' | 'build')],no-tag-changed
3c6aa6d2057426e84ba31c98bea51a478fdbeb72,Caio Marcelo de Oliveira Filho,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
4157352c84a2d2b8e9a13e8981f5c27c47ceac97,Caio Marcelo de Oliveira Filho,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Default')],[('Remove' | 'ifdef') | ('Remove' | 'build') | ('Remove' | 'Mapping') | ('Modify' | 'ifdef')],no-tag-changed
094fe3c3fc5466bbf252130b73c0e6d07630b50c,Leandro Dorileo,no-tag-changed,[('Added' | 'build')],['changeAsset']
b4746264c59da9ea449c4550e2856dd550fad369,Leandro Dorileo,no-tag-changed,[('Added' | 'ifdef') | ('Added' | 'build')],['changeAsset']
ab06c0ce3c8b0ac5345d0eec27ea6c61eb06e69c,Caio Marcelo de Oliveira Filho,[('New' | 'Depends')],no-tag-changed,no-tag-changed
91450e68c615fecfc41c6d362ae989e0d7ff6c50,Flavio Ceolin,no-tag-changed,[('Added' | 'ifdef') | ('Added' | 'Mapping') | ('Added' | 'build')],['changeAsset']
ce0b03c22ff10be33b85bf9911d624fd5d5efc97,Leandro Dorileo,no-tag-changed,[('Added' | 'build')],no-tag-changed
83eff3c9cec50b8c8b56509b2da54368d455f534,Leandro Dorileo,[('Added' | 'Depends')],[('Modify' | 'build')],no-tag-changed
2373782042b0628d79cfd38699e712b100690b8c,Leandro Dorileo,no-tag-changed,[('Remove' | 'build') | ('Modify' | 'build')],no-tag-changed
a203c9784a40c58455388049ba5322972b9509c5,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset']
b9a045f7e00ced5ee5051818a7d571fd93bff730,Leandro Dorileo,no-tag-changed,[('Remove' | 'build') | ('Modify' | 'build') | ('Added' | 'build')],no-tag-changed
da5a3f358c7660af96d7e99d2f0a39437e2527f3,Leandro Dorileo,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build')],no-tag-changed
15fd9922607d99a3d09a0a42ed84aeb0b43d0899,Leandro Dorileo,no-tag-changed,[('Modify' | 'build')],no-tag-changed
7b4c771a88bce9a46af810453ff62dae59da8943,Gustavo Sverzut Barbieri,no-tag-changed,[('Added' | 'build')],['changeAsset']
c6dcfe5b0df73dd341ef955a171fab8648495b9c,Leandro Dorileo,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build') | ('Modify' | 'ifdef')],['changeAsset']
f3f390c41d89ac921f23bd93e12268711196fe83,Gustavo Sverzut Barbieri,[('Added' | 'Depends')],no-tag-changed,no-tag-changed
d90e7371c3a49198816cf843c2d8adceee98e5d6,Leandro Dorileo,no-tag-changed,[('Added' | 'build')],no-tag-changed
d106e71eb6b3e7bf76e74c90c47f9b574956cb78,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
87188f5e72b626167b8180e2cc4cb59a92466186,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
f392f4e94b4155d616041fd68cf107c886945f57,Gustavo Lima Chaves,no-tag-changed,[('Added' | 'build') | ('Added' | 'ifdef') | ('Added' | 'Mapping')],['changeAsset' | 'addAsset']
7032b46b797f742542693fe0f62556614400233e,Leandro Dorileo,no-tag-changed,[('Modify' | 'build')],no-tag-changed
46741312dcc4e68337377e4f0ea0e34d9f08c032,José Roberto de Souza,[('Added' | 'Depends')],[('Added' | 'Mapping')],no-tag-changed
e23c91b179f34c66c7c58b844c74f86beabe37e6,Leandro Dorileo,no-tag-changed,[('Added' | 'Mapping') | ('Added' | 'build') | ('Modify' | 'build')],['changeAsset']
839b065e943fe366898f94301c8e5be5854b1aad,Leandro Dorileo,no-tag-changed,[('Modify' | 'build')],no-tag-changed
af63bff3856e255c24a5f1db3e9a5cc9dcbc191f,Gustavo Lima Chaves,[('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Modify' | 'ifdef')],['changeAsset']
d4d9f0f07f92fdd9612134a31abfe3ca8e2cad02,Leandro Dorileo,[('New' | 'Default') | ('Added' | 'Feature') | ('Added' | 'Depends')],[('Modify' | 'build') | ('Added' | 'ifdef') | ('Added' | 'build')],no-tag-changed
63a3e9316907002e80a46c9118c61dbb725aef72,Caio Marcelo de Oliveira Filho,no-tag-changed,[('Modify' | 'build')],no-tag-changed
c065eebc42c0972e1820bb2b3019746a530d3fb0,Caio Marcelo de Oliveira Filho,no-tag-changed,[('Added' | 'build')],['addAsset']
ded44e1387b32db37161abe1cd0629657a0fa266,Caio Marcelo de Oliveira Filho,no-tag-changed,[('Added' | 'Mapping') | ('Added' | 'build') | ('Modify' | 'build')],['changeAsset' | 'addAsset']
446bc7e43c97c7a54cb809980e76fb8552d11259,Caio Marcelo de Oliveira Filho,[('Remove' | 'Feature') | ('Remove' | 'Depends') | ('Remove' | 'Default') | ('Added' | 'Feature') | ('Added' | 'Depends') | ('Added' | 'Default') | ('Modify' | 'Depends')],[('Remove' | 'Mapping') | ('Remove' | 'build') | ('Added' | 'Mapping') | ('Added' | 'build') | ('Added' | 'ifdef')],['removeAsset' | 'changeAsset']
b3401ae23ace47455799f2e78d6e809c246d836d,Ederson de Souza,[('Modify' | 'Depends')],no-tag-changed,['changeAsset']
90af0e9438e681383318bb77821e001d3c74cedb,Caio Marcelo de Oliveira Filho,no-tag-changed,[('Modify' | 'build')],no-tag-changed
719ef813eda593db30cf1e3684302e8af07e112c,Leandro Dorileo,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build')],no-tag-changed
31b8ab472a930ed137835e13c71a44525795f725,Bruno Dilly,no-tag-changed,[('Added' | 'build')],no-tag-changed
1069974351b7b760092abea9faba31e9a5a84919,Leandro Dorileo,[('New' | 'Default') | ('Added' | 'Feature') | ('Added' | 'Depends') | ('Added' | 'Default')],[('Added' | 'build') | ('Added' | 'ifdef')],no-tag-changed
0b0d12fb99fd0c01393dbfe9b1f1013844926ebb,Leandro Dorileo,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Default')],[('Added' | 'ifdef') | ('Added' | 'build')],['changeAsset']
89922d35f69fddeba11fe46a97188c1eb626d28f,Leandro Dorileo,no-tag-changed,[('Modify' | 'build')],no-tag-changed
3a13473ea8d426c9783c08c6fa79157f242b2d6c,Iván Briano,[('Added' | 'Select')],[('Added' | 'build') | ('Modify' | 'build')],['changeAsset' | 'addAsset']
f842532a07f203b2786f1ad3fb2ae86f959bcb7b,Leandro Dorileo,no-tag-changed,[('Added' | 'build')],no-tag-changed
abd633174579cb23d3f4282d2db3203ea71d7407,Leandro Dorileo,no-tag-changed,[('Modify' | 'build') | ('Added' | 'build')],['changeAsset']
d97adb17b2ec3c255096886d185e0089d8d9b78a,Caio Marcelo de Oliveira Filho,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build')],no-tag-changed
9024c4a234bf1ff0d3e9d0ab21cbf204fe07e1a3,Gustavo Lima Chaves,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
3b5e5764ae334064675eafea5d0c763ef137fb77,Leandro Dorileo,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build')],['changeAsset']
476641481f4e7a70e43842457676767d88beaf5d,Leandro Dorileo,no-tag-changed,[('Remove' | 'build')],no-tag-changed
fd274c9e1cfa566e6066e6d89aa218969244286b,Leandro Dorileo,no-tag-changed,[('Remove' | 'build') | ('Added' | 'build')],['removeAsset' | 'addAsset']
935ebeed0ab0dbf748f03e9953d202eea3318cd7,Leandro Pereira,no-tag-changed,[('Modify' | 'build')],['changeAsset']
b1738b77be19b10daf18191f64de08e07ec0f0b8,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
6b7d59ebec0c9fa3be5102dbefee293b70323682,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
50d3c9486ff9032933400b6ed02b9567e1bda588,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
2e044055cf3f66311d872642b6d79e149c8cf986,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
7393eef4c866324001c6cbf6e123ded2a5e2770a,Leandro Dorileo,no-tag-changed,[('Added' | 'build')],['addAsset']
db16c65e722f842f7fdb97fec30e779745d1c5fa,Leandro Pereira,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build')],['changeAsset' | 'addAsset']
16b7dafa5032c82e249b34affdfad41d8497345d,Gustavo Lima Chaves,[('Added' | 'Menu') | ('Added' | 'Feature') | ('New' | 'Depends') | ('Added' | 'Default')],[('Modify' | 'Mapping') | ('Added' | 'Mapping')],['changeAsset' | 'addAsset']
8172964f90a0f196aa1ca450cac8728c32a54dd9,Leandro Dorileo,no-tag-changed,[('Remove' | 'build') | ('Modify' | 'build')],no-tag-changed
3e78c8713432e14df8f37aa360437bd7418c6641,Gustavo Sverzut Barbieri,[('Added' | 'Feature') | ('New' | 'Default') | ('Added' | 'Depends')],[('Added' | 'Mapping') | ('Modify' | 'build')],['changeAsset']
34ddf12cabef8dcb8ce88998dce71e3661eb5cb2,Leandro Pereira,no-tag-changed,[('Modify' | 'build')],['changeAsset' | 'addAsset' | 'removeAsset']
1998d00b340c5b4e78024644d1e715ba38624380,Leandro Dorileo,no-tag-changed,[('Added' | 'Mapping') | ('Modify' | 'build') | ('Remove' | 'build') | ('Modify' | 'ifdef')],['changeAsset']
857edca4038061e819d49093d115785022c0286b,Leandro Dorileo,no-tag-changed,[('Added' | 'build') | ('Modify' | 'build')],['changeAsset']
8c7431c23b65ca1fb199f58c8ee4a3a15496a53a,Leandro Dorileo,no-tag-changed,[('Modify' | 'build')],['changeAsset']
4e6e90071a8c0aeb349bb2eb907f8d732ea23321,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
c2c1bf746eb7563c497c41fb7935d6ae4c8b4f65,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
2c3dfed1f182979849156ab1ddae4f262af0ece8,Gustavo Lima Chaves,[('Remove' | 'Depends') | ('Modify' | 'Feature') | ('Modify' | 'Default')],[('Added' | 'build') | ('Modify' | 'build')],no-tag-changed
a8be958e1fe090a0e2eab3854ac80b3392edcbe2,Gustavo Lima Chaves,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
26a08d60ab5a9ad84dc1a28ec74500a8046ebadd,Gustavo Lima Chaves,no-tag-changed,no-tag-changed,no-tag-changed
e1d652ef50b1cbd228c39291bcf0bd9a53a5edba,Leandro Dorileo,no-tag-changed,[('Added' | 'build') | ('Added' | 'ifdef')],no-tag-changed
cc6a28ad5e8b7db4708877ecaf95c7d8b5dbb209,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
9f4827f35dbac3ef6c04969904a985b19cbe7546,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
3a584f0f839bdff8093a4f9006da500d446f8f53,Bruno Dilly,no-tag-changed,[('Modify' | 'build')],['changeAsset']
92aa5ed46c774b809a0fd8c901bea4dfd66e7719,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
5293f12e59f600812cab4a197a238f60a870dc28,Flavio Ceolin,[('Modify' | 'Menu') | ('Modify' | 'Feature') | 'changeAsset'],[('Added' | 'Mapping')],['changeAsset']
a183360dd4d2954d78adc1b0e0b4855eb59fc5c3,Flavio Ceolin,[('Modify' | 'Default')],no-tag-changed,no-tag-changed
193258be02503669afa78a71da7009d86e25dffb,Bruno Dilly,[('Added' | 'Depends') | ('Modify' | 'Depends')],[('Added' | 'build') | ('Modify' | 'Mapping') | ('Added' | 'Mapping') | ('Modify' | 'build')],no-tag-changed
5f1d855cb7337d98bd0c6734e7b3b777c19f3a86,Bruno Dilly,[('Added' | 'Menu') | ('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Added' | 'Mapping') | ('Added' | 'build')],no-tag-changed
ebcfb01489b273cfd16041e76c3880088309e198,Gustavo Lima Chaves,no-tag-changed,[('Added' | 'Mapping')],no-tag-changed
9be843b1b5570effaeed6b818abd3106aeceae8a,Leandro Dorileo,no-tag-changed,[('Remove' | 'build') | ('Modify' | 'build')],['changeAsset']
b2c68bfcb9ecd4b2ad281dca7651d00f51e291b1,Leandro Dorileo,no-tag-changed,[('Modify' | 'build')],no-tag-changed
5d828031aa0dfdfa42272ab265a149850367f895,Flavio Ceolin,[('Added' | 'Feature') | ('New' | 'Default') | ('New' | 'Select')],[('Added' | 'Mapping') | ('Added' | 'build')],['changeAsset' | 'addAsset']
ba62dbece9c2ca5f9fc887672d1da367b89ec023,Flavio Ceolin,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
116e6774e381319040a491d9068d5db1ed37743a,Flavio Ceolin,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
0f47c95e52c30487348324abddbb5495ab632fc8,Flavio Ceolin,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
b889b7a970ab2157432403246274ea5b45836910,Bruno Dilly,[('Added' | 'Depends')],no-tag-changed,no-tag-changed
362cec7955e00b83e3280c58a16c113f4758902d,Bruno Dilly,no-tag-changed,no-tag-changed,['changeAsset' | 'addAsset']
3f4b8e2e5425b91a5d88133d887f241e2ff4887c,Leandro Dorileo,no-tag-changed,[('Modify' | 'build')],no-tag-changed
c03a9c1fe2c078ead78accb5ea5765a42e99918a,Bruno Dilly,[('Added' | 'Menu') | ('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Added' | 'Mapping') | ('Added' | 'build')],['changeAsset']
a759e556dd6e6ca108dcd7ba7652acfe415d5c49,Bruno Dilly,[('Added' | 'Menu') | ('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Added' | 'Mapping') | ('Added' | 'build')],['changeAsset']
079af402a8cf712f9806f232cf9a8eec4aa23d2b,Bruno Dilly,[('Added' | 'Menu') | ('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Added' | 'Mapping') | ('Added' | 'build')],['changeAsset']
